timestamp,forecast_timestamp,temperature,wind_direction,wind_speed,wind_gust,cloud_ceiling,visibility,cloud,lightning_prob,precip
2020-11-01 00:30:00,2020-11-01 11:00:00,52,2,2,0,3.0,7,OV,N,False
2020-11-01 00:30:00,2020-11-01 01:00:00,54,12,7,0,6.0,7,OV,N,False
2020-11-01 01:30:00,2020-11-01 17:00:00,56,23,8,0,5.0,7,OV,N,False
2020-11-01 01:30:00,2020-11-01 18:00:00,58,24,9,0,6.0,7,OV,N,False
2020-11-01 01:30:00,2020-11-01 19:00:00,58,25,9,16,8.0,7,BK,N,False
2020-11-01 01:30:00,2020-11-01 20:00:00,57,25,9,17,8.0,7,BK,N,False
2020-11-01 01:30:00,2020-11-02 00:00:00,47,31,15,23,8.0,7,FW,N,False
2020-11-01 01:30:00,2020-11-01 22:00:00,53,29,12,20,8.0,7,SC,N,False
2020-11-01 01:30:00,2020-11-01 23:00:00,49,30,12,20,8.0,7,SC,N,False
2020-11-01 01:30:00,2020-11-02 01:00:00,47,32,15,24,8.0,7,CL,N,False
2020-11-01 01:30:00,2020-11-01 16:00:00,56,23,6,0,3.0,7,OV,N,False
2020-11-01 01:30:00,2020-11-01 21:00:00,56,27,10,18,8.0,7,BK,N,False
2020-11-01 01:30:00,2020-11-01 15:00:00,54,22,5,0,3.0,6,OV,N,False
2020-11-01 01:30:00,2020-11-01 11:00:00,53,2,2,0,3.0,7,OV,N,False
2020-11-01 01:30:00,2020-11-01 13:00:00,54,35,2,0,3.0,5,OV,N,False
2020-11-01 01:30:00,2020-11-01 12:00:00,54,2,3,0,3.0,5,OV,N,False
2020-11-01 01:30:00,2020-11-01 10:00:00,53,1,2,0,4.0,7,OV,N,False
2020-11-01 01:30:00,2020-11-01 09:00:00,53,2,3,0,4.0,7,OV,N,False
2020-11-01 01:30:00,2020-11-01 08:00:00,53,2,3,0,5.0,7,OV,N,False
2020-11-01 01:30:00,2020-11-01 07:00:00,53,2,4,0,5.0,7,OV,N,False
2020-11-01 01:30:00,2020-11-01 06:00:00,53,2,4,0,6.0,7,OV,N,False
2020-11-01 01:30:00,2020-11-01 05:00:00,53,4,4,0,6.0,7,OV,N,False
2020-11-01 01:30:00,2020-11-02 02:00:00,47,32,15,24,8.0,7,CL,N,False
2020-11-01 01:30:00,2020-11-01 04:00:00,54,6,4,0,6.0,7,OV,N,False
2020-11-01 01:30:00,2020-11-01 14:00:00,54,25,3,0,3.0,5,OV,N,False
2020-11-01 01:30:00,2020-11-01 03:00:00,54,9,5,0,6.0,7,OV,N,False
2020-11-01 01:30:00,2020-11-01 02:00:00,55,10,5,0,6.0,7,OV,N,False
2020-11-01 02:30:00,2020-11-02 02:00:00,47,32,15,24,8.0,7,CL,N,False
2020-11-01 02:30:00,2020-11-01 03:00:00,55,11,5,0,6.0,7,OV,N,False
2020-11-01 02:30:00,2020-11-01 04:00:00,54,10,5,0,6.0,7,OV,N,False
2020-11-01 02:30:00,2020-11-01 05:00:00,54,7,5,0,5.0,7,OV,N,False
2020-11-01 02:30:00,2020-11-01 06:00:00,54,5,4,0,5.0,7,OV,N,False
2020-11-01 02:30:00,2020-11-01 07:00:00,53,3,4,0,5.0,7,OV,N,False
2020-11-01 02:30:00,2020-11-01 08:00:00,53,3,4,0,5.0,7,OV,N,False
2020-11-01 02:30:00,2020-11-01 09:00:00,54,4,3,0,4.0,7,OV,N,False
2020-11-01 02:30:00,2020-11-01 10:00:00,53,2,3,0,4.0,7,OV,N,False
2020-11-01 02:30:00,2020-11-01 11:00:00,54,2,3,0,3.0,7,OV,N,False
2020-11-01 02:30:00,2020-11-01 12:00:00,54,1,3,0,3.0,5,OV,N,False
2020-11-01 02:30:00,2020-11-01 13:00:00,54,32,3,0,3.0,5,OV,N,False
2020-11-01 02:30:00,2020-11-02 03:00:00,47,32,15,23,8.0,7,CL,N,False
2020-11-01 02:30:00,2020-11-01 15:00:00,55,22,5,0,3.0,6,OV,N,False
2020-11-01 02:30:00,2020-11-01 16:00:00,56,23,6,0,3.0,7,OV,N,False
2020-11-01 02:30:00,2020-11-01 17:00:00,57,23,8,0,5.0,7,OV,N,False
2020-11-01 02:30:00,2020-11-01 18:00:00,58,23,9,0,6.0,7,OV,N,False
2020-11-01 02:30:00,2020-11-01 19:00:00,58,24,10,17,8.0,7,BK,N,False
2020-11-01 02:30:00,2020-11-01 20:00:00,57,25,10,17,8.0,7,BK,N,False
2020-11-01 02:30:00,2020-11-01 21:00:00,56,27,10,17,8.0,7,BK,N,False
2020-11-01 02:30:00,2020-11-01 22:00:00,53,29,12,20,8.0,7,SC,N,False
2020-11-01 02:30:00,2020-11-01 23:00:00,49,30,12,20,8.0,7,SC,N,False
2020-11-01 02:30:00,2020-11-02 00:00:00,48,31,16,24,8.0,7,FW,N,False
2020-11-01 02:30:00,2020-11-02 01:00:00,47,32,17,25,8.0,7,CL,N,False
2020-11-01 02:30:00,2020-11-01 14:00:00,55,24,4,0,3.0,5,OV,N,False
2020-11-01 03:30:00,2020-11-01 13:00:00,54,33,3,0,3.0,5,OV,N,False
2020-11-01 03:30:00,2020-11-01 05:00:00,54,9,4,0,5.0,7,OV,N,False
2020-11-01 03:30:00,2020-11-01 12:00:00,53,2,3,0,3.0,5,OV,N,False
2020-11-01 03:30:00,2020-11-01 11:00:00,53,8,3,0,3.0,7,OV,N,False
2020-11-01 03:30:00,2020-11-01 06:00:00,53,6,4,0,5.0,7,OV,N,False
2020-11-01 03:30:00,2020-11-01 09:00:00,53,5,3,0,4.0,7,OV,N,False
2020-11-01 03:30:00,2020-11-01 08:00:00,53,5,3,0,4.0,7,OV,N,False
2020-11-01 03:30:00,2020-11-01 07:00:00,53,4,4,0,5.0,7,OV,N,False
2020-11-01 03:30:00,2020-11-01 14:00:00,55,22,3,0,3.0,5,OV,N,False
2020-11-01 03:30:00,2020-11-01 10:00:00,53,4,2,0,4.0,7,OV,N,False
2020-11-01 03:30:00,2020-11-01 15:00:00,55,21,4,0,3.0,5,OV,N,False
2020-11-01 03:30:00,2020-11-01 21:00:00,57,28,10,17,8.0,7,BK,N,False
2020-11-01 03:30:00,2020-11-01 17:00:00,58,23,8,0,4.0,7,OV,N,False
2020-11-01 03:30:00,2020-11-01 18:00:00,59,24,9,0,6.0,7,OV,N,False
2020-11-01 03:30:00,2020-11-01 19:00:00,59,25,9,16,8.0,7,BK,N,False
2020-11-01 03:30:00,2020-11-01 20:00:00,58,26,9,16,8.0,7,BK,N,False
2020-11-01 03:30:00,2020-11-01 22:00:00,53,29,12,19,8.0,7,SC,N,False
2020-11-01 03:30:00,2020-11-01 23:00:00,49,30,12,19,8.0,7,SC,N,False
2020-11-01 03:30:00,2020-11-02 00:00:00,48,31,15,23,8.0,7,FW,N,False
2020-11-01 03:30:00,2020-11-02 01:00:00,48,32,15,23,8.0,7,CL,N,False
2020-11-01 03:30:00,2020-11-02 02:00:00,48,32,15,23,8.0,7,CL,N,False
2020-11-01 03:30:00,2020-11-02 04:00:00,48,32,13,22,8.0,7,CL,N,False
2020-11-01 03:30:00,2020-11-01 16:00:00,56,23,6,0,3.0,7,OV,N,False
2020-11-01 03:30:00,2020-11-02 03:00:00,48,32,15,23,8.0,7,CL,N,False
2020-11-01 03:30:00,2020-11-01 04:00:00,55,11,5,0,5.0,7,OV,N,False
2020-11-01 04:30:00,2020-11-01 14:00:00,55,23,4,0,3.0,5,OV,N,False
2020-11-01 04:30:00,2020-11-02 05:00:00,45,31,12,21,8.0,7,CL,N,False
2020-11-01 04:30:00,2020-11-02 04:00:00,46,31,12,21,8.0,7,CL,N,False
2020-11-01 04:30:00,2020-11-02 03:00:00,47,31,13,22,8.0,7,CL,N,False
2020-11-01 04:30:00,2020-11-02 02:00:00,46,32,14,22,8.0,7,CL,N,False
2020-11-01 04:30:00,2020-11-02 01:00:00,47,32,14,22,8.0,7,CL,N,False
2020-11-01 04:30:00,2020-11-02 00:00:00,48,31,14,22,8.0,7,FW,N,False
2020-11-01 04:30:00,2020-11-01 22:00:00,53,30,12,20,8.0,7,SC,N,False
2020-11-01 04:30:00,2020-11-01 21:00:00,57,28,10,18,8.0,7,SC,N,False
2020-11-01 04:30:00,2020-11-01 20:00:00,58,26,9,17,8.0,7,BK,N,False
2020-11-01 04:30:00,2020-11-01 19:00:00,59,26,10,17,8.0,7,BK,N,False
2020-11-01 04:30:00,2020-11-01 18:00:00,58,25,8,15,8.0,7,OV,N,False
2020-11-01 04:30:00,2020-11-01 23:00:00,49,30,11,19,8.0,7,FW,N,False
2020-11-01 04:30:00,2020-11-01 16:00:00,57,23,6,0,3.0,7,OV,N,False
2020-11-01 04:30:00,2020-11-01 05:00:00,55,11,4,0,5.0,7,OV,N,False
2020-11-01 04:30:00,2020-11-01 17:00:00,58,24,8,0,5.0,7,OV,N,False
2020-11-01 04:30:00,2020-11-01 07:00:00,54,4,4,0,4.0,7,OV,N,False
2020-11-01 04:30:00,2020-11-01 08:00:00,53,7,4,0,4.0,7,OV,N,False
2020-11-01 04:30:00,2020-11-01 09:00:00,53,4,4,0,4.0,7,OV,N,False
2020-11-01 04:30:00,2020-11-01 06:00:00,55,10,4,0,5.0,7,OV,N,False
2020-11-01 04:30:00,2020-11-01 11:00:00,53,5,3,0,3.0,5,OV,N,False
2020-11-01 04:30:00,2020-11-01 12:00:00,53,35,3,0,3.0,6,OV,N,False
2020-11-01 04:30:00,2020-11-01 13:00:00,54,27,4,0,3.0,5,OV,N,False
2020-11-01 04:30:00,2020-11-01 15:00:00,56,22,5,0,3.0,7,OV,N,False
2020-11-01 04:30:00,2020-11-01 10:00:00,53,4,3,0,4.0,7,OV,N,False
2020-11-01 05:30:00,2020-11-01 15:00:00,56,22,5,0,3.0,7,OV,N,False
2020-11-01 05:30:00,2020-11-01 14:00:00,55,21,4,0,2.0,5,OV,N,False
2020-11-01 05:30:00,2020-11-01 13:00:00,54,17,3,0,3.0,5,OV,N,False
2020-11-01 05:30:00,2020-11-01 12:00:00,53,4,3,0,3.0,6,OV,N,True
2020-11-01 05:30:00,2020-11-01 11:00:00,53,5,3,0,3.0,7,OV,N,True
2020-11-01 05:30:00,2020-11-01 08:00:00,53,5,3,0,4.0,7,OV,N,True
2020-11-01 05:30:00,2020-11-01 09:00:00,53,3,3,0,4.0,7,OV,N,True
2020-11-01 05:30:00,2020-11-01 07:00:00,54,5,3,0,5.0,7,OV,N,False
2020-11-01 05:30:00,2020-11-01 06:00:00,55,8,3,0,5.0,7,OV,N,False
2020-11-01 05:30:00,2020-11-02 06:00:00,44,31,11,0,8.0,7,CL,N,False
2020-11-01 05:30:00,2020-11-01 10:00:00,52,5,3,0,4.0,7,OV,N,True
2020-11-01 05:30:00,2020-11-01 16:00:00,57,23,6,0,3.0,7,OV,N,False
2020-11-01 05:30:00,2020-11-02 05:00:00,45,31,13,22,8.0,7,CL,N,False
2020-11-01 05:30:00,2020-11-01 18:00:00,58,25,8,15,8.0,7,OV,N,False
2020-11-01 05:30:00,2020-11-01 17:00:00,57,24,8,0,5.0,7,OV,N,False
2020-11-01 05:30:00,2020-11-02 04:00:00,45,31,12,21,8.0,7,CL,N,False
2020-11-01 05:30:00,2020-11-02 02:00:00,46,31,13,22,8.0,7,CL,N,False
2020-11-01 05:30:00,2020-11-02 01:00:00,47,32,14,23,8.0,7,CL,N,False
2020-11-01 05:30:00,2020-11-02 00:00:00,47,31,14,23,8.0,7,FW,N,False
2020-11-01 05:30:00,2020-11-02 03:00:00,46,31,14,22,8.0,7,CL,N,False
2020-11-01 05:30:00,2020-11-01 22:00:00,53,29,12,20,8.0,7,SC,N,False
2020-11-01 05:30:00,2020-11-01 21:00:00,57,28,11,18,8.0,7,SC,N,False
2020-11-01 05:30:00,2020-11-01 20:00:00,57,26,9,17,8.0,7,BK,N,False
2020-11-01 05:30:00,2020-11-01 19:00:00,58,26,9,16,8.0,7,BK,N,False
2020-11-01 05:30:00,2020-11-01 23:00:00,49,30,11,19,8.0,7,FW,N,False
2020-11-01 06:30:00,2020-11-01 17:00:00,58,24,7,0,5.0,7,OV,N,False
2020-11-01 06:30:00,2020-11-02 00:00:00,47,31,14,23,8.0,7,FW,N,False
2020-11-01 06:30:00,2020-11-01 22:00:00,53,29,12,20,8.0,7,SC,N,False
2020-11-01 06:30:00,2020-11-01 21:00:00,57,28,11,18,8.0,7,SC,N,False
2020-11-01 06:30:00,2020-11-01 20:00:00,58,26,9,17,8.0,7,BK,N,False
2020-11-01 06:30:00,2020-11-01 19:00:00,58,26,9,16,8.0,7,BK,N,False
2020-11-01 06:30:00,2020-11-01 18:00:00,59,24,8,15,8.0,7,OV,N,False
2020-11-01 06:30:00,2020-11-01 16:00:00,57,23,5,0,3.0,7,OV,N,False
2020-11-01 06:30:00,2020-11-01 11:00:00,52,3,3,0,4.0,5,OV,N,True
2020-11-01 06:30:00,2020-11-01 14:00:00,55,21,4,0,3.0,5,OV,N,False
2020-11-01 06:30:00,2020-11-01 13:00:00,53,18,3,0,3.0,5,OV,N,True
2020-11-01 06:30:00,2020-11-01 12:00:00,52,30,3,0,3.0,5,OV,N,True
2020-11-01 06:30:00,2020-11-02 01:00:00,47,32,14,23,8.0,7,CL,N,False
2020-11-01 06:30:00,2020-11-01 10:00:00,53,33,2,0,4.0,6,OV,N,True
2020-11-01 06:30:00,2020-11-01 09:00:00,53,33,2,0,4.0,6,OV,N,True
2020-11-01 06:30:00,2020-11-01 08:00:00,53,33,2,0,4.0,6,OV,N,True
2020-11-01 06:30:00,2020-11-01 07:00:00,54,32,1,0,5.0,6,OV,N,True
2020-11-01 06:30:00,2020-11-01 15:00:00,56,22,4,0,3.0,5,OV,N,False
2020-11-01 06:30:00,2020-11-02 02:00:00,46,32,13,22,8.0,7,CL,N,False
2020-11-01 06:30:00,2020-11-01 23:00:00,49,31,11,19,8.0,7,FW,N,False
2020-11-01 06:30:00,2020-11-02 05:00:00,45,31,13,22,8.0,7,CL,N,False
2020-11-01 06:30:00,2020-11-02 07:00:00,42,32,9,0,8.0,7,CL,N,False
2020-11-01 06:30:00,2020-11-02 06:00:00,45,32,11,0,8.0,7,CL,N,False
2020-11-01 06:30:00,2020-11-02 04:00:00,46,31,13,22,8.0,7,CL,N,False
2020-11-01 06:30:00,2020-11-02 03:00:00,47,32,14,23,8.0,7,CL,N,False
2020-11-01 07:30:00,2020-11-02 08:00:00,39,32,8,0,8.0,7,CL,N,False
2020-11-01 07:30:00,2020-11-02 07:00:00,41,32,10,0,8.0,7,CL,N,False
2020-11-01 07:30:00,2020-11-02 06:00:00,44,31,11,0,8.0,7,CL,N,False
2020-11-01 07:30:00,2020-11-01 22:00:00,54,30,11,19,8.0,7,SC,N,False
2020-11-01 07:30:00,2020-11-01 08:00:00,52,36,4,0,5.0,7,OV,N,True
2020-11-01 07:30:00,2020-11-01 09:00:00,52,35,3,0,4.0,7,OV,N,True
2020-11-01 07:30:00,2020-11-01 10:00:00,52,35,3,0,4.0,7,OV,N,True
2020-11-01 07:30:00,2020-11-01 11:00:00,52,34,3,0,4.0,7,OV,N,True
2020-11-01 07:30:00,2020-11-01 12:00:00,52,35,3,0,3.0,7,OV,N,True
2020-11-01 07:30:00,2020-11-01 13:00:00,53,23,3,0,3.0,7,OV,N,False
2020-11-01 07:30:00,2020-11-01 23:00:00,50,31,10,18,8.0,7,FW,N,False
2020-11-01 07:30:00,2020-11-01 16:00:00,57,24,6,0,3.0,7,OV,N,False
2020-11-01 07:30:00,2020-11-01 15:00:00,56,23,5,0,3.0,7,OV,N,False
2020-11-01 07:30:00,2020-11-02 00:00:00,48,32,13,21,8.0,7,FW,N,False
2020-11-01 07:30:00,2020-11-02 01:00:00,47,32,13,22,8.0,7,CL,N,False
2020-11-01 07:30:00,2020-11-02 02:00:00,47,32,13,22,8.0,7,CL,N,False
2020-11-01 07:30:00,2020-11-02 03:00:00,47,31,13,22,8.0,7,CL,N,False
2020-11-01 07:30:00,2020-11-02 04:00:00,46,31,12,21,8.0,7,CL,N,False
2020-11-01 07:30:00,2020-11-02 05:00:00,45,31,13,21,8.0,7,CL,N,False
2020-11-01 07:30:00,2020-11-01 21:00:00,57,28,10,18,8.0,7,SC,N,False
2020-11-01 07:30:00,2020-11-01 14:00:00,55,23,4,0,3.0,5,OV,N,False
2020-11-01 07:30:00,2020-11-01 20:00:00,58,27,9,17,8.0,7,BK,N,False
2020-11-01 07:30:00,2020-11-01 19:00:00,58,26,9,15,8.0,7,OV,N,False
2020-11-01 07:30:00,2020-11-01 18:00:00,59,25,8,15,8.0,7,OV,N,False
2020-11-01 07:30:00,2020-11-01 17:00:00,57,25,7,0,5.0,7,OV,N,False
2020-11-01 08:30:00,2020-11-02 08:00:00,39,33,8,0,8.0,7,CL,N,False
2020-11-01 08:30:00,2020-11-01 11:00:00,51,1,4,0,3.0,5,OV,N,True
2020-11-01 08:30:00,2020-11-01 12:00:00,51,1,4,0,3.0,5,OV,N,True
2020-11-01 08:30:00,2020-11-01 13:00:00,52,36,4,0,3.0,5,OV,N,False
2020-11-01 08:30:00,2020-11-01 14:00:00,54,30,5,0,3.0,5,OV,N,False
2020-11-01 08:30:00,2020-11-01 15:00:00,55,25,5,0,3.0,5,OV,N,False
2020-11-01 08:30:00,2020-11-01 16:00:00,56,26,6,0,3.0,7,OV,N,False
2020-11-01 08:30:00,2020-11-01 17:00:00,57,27,7,0,4.0,7,OV,N,False
2020-11-01 08:30:00,2020-11-01 18:00:00,57,26,7,14,8.0,7,OV,N,False
2020-11-01 08:30:00,2020-11-01 19:00:00,57,28,8,15,8.0,7,BK,N,False
2020-11-01 08:30:00,2020-11-01 20:00:00,57,28,9,17,8.0,7,BK,N,False
2020-11-01 08:30:00,2020-11-01 23:00:00,49,31,12,20,8.0,7,FW,N,False
2020-11-01 08:30:00,2020-11-01 22:00:00,53,30,11,18,8.0,7,SC,N,False
2020-11-01 08:30:00,2020-11-02 09:00:00,37,33,6,0,8.0,7,CL,N,False
2020-11-01 08:30:00,2020-11-02 00:00:00,48,31,14,22,8.0,7,FW,N,False
2020-11-01 08:30:00,2020-11-02 01:00:00,47,32,15,23,8.0,7,CL,N,False
2020-11-01 08:30:00,2020-11-02 02:00:00,46,32,14,22,8.0,7,CL,N,False
2020-11-01 08:30:00,2020-11-02 03:00:00,46,32,13,21,8.0,7,CL,N,False
2020-11-01 08:30:00,2020-11-02 05:00:00,44,32,13,21,8.0,7,CL,N,False
2020-11-01 08:30:00,2020-11-02 06:00:00,43,32,11,0,8.0,7,CL,N,False
2020-11-01 08:30:00,2020-11-01 10:00:00,51,1,5,0,4.0,5,OV,N,True
2020-11-01 08:30:00,2020-11-02 07:00:00,41,32,10,0,8.0,7,CL,N,False
2020-11-01 08:30:00,2020-11-01 21:00:00,56,29,10,17,8.0,7,SC,N,False
2020-11-01 08:30:00,2020-11-02 04:00:00,45,31,12,21,8.0,7,CL,N,False
2020-11-01 08:30:00,2020-11-01 09:00:00,52,2,5,0,4.0,5,OV,N,True
2020-11-01 09:30:00,2020-11-02 04:00:00,46,31,13,21,8.0,7,CL,N,False
2020-11-01 09:30:00,2020-11-02 09:00:00,38,33,6,0,8.0,7,CL,N,False
2020-11-01 09:30:00,2020-11-02 08:00:00,39,33,8,0,8.0,7,CL,N,False
2020-11-01 09:30:00,2020-11-02 07:00:00,41,32,10,0,8.0,7,CL,N,False
2020-11-01 09:30:00,2020-11-02 06:00:00,44,32,12,20,8.0,7,CL,N,False
2020-11-01 09:30:00,2020-11-02 05:00:00,45,31,13,0,8.0,7,CL,N,False
2020-11-01 09:30:00,2020-11-02 03:00:00,48,32,14,22,8.0,7,CL,N,False
2020-11-01 09:30:00,2020-11-02 02:00:00,48,32,14,22,8.0,7,CL,N,False
2020-11-01 09:30:00,2020-11-02 01:00:00,49,32,14,21,8.0,7,CL,N,False
2020-11-01 09:30:00,2020-11-02 10:00:00,37,33,5,0,8.0,7,CL,N,False
2020-11-01 09:30:00,2020-11-01 23:00:00,51,31,11,18,8.0,7,FW,N,False
2020-11-01 09:30:00,2020-11-01 22:00:00,54,30,11,18,8.0,7,SC,N,False
2020-11-01 09:30:00,2020-11-02 00:00:00,50,31,13,21,8.0,7,FW,N,False
2020-11-01 09:30:00,2020-11-01 20:00:00,57,27,9,16,8.0,7,BK,N,False
2020-11-01 09:30:00,2020-11-01 10:00:00,51,1,5,0,4.0,5,OV,N,True
2020-11-01 09:30:00,2020-11-01 11:00:00,51,1,4,0,4.0,5,OV,N,True
2020-11-01 09:30:00,2020-11-01 12:00:00,51,1,4,0,3.0,5,OV,N,True
2020-11-01 09:30:00,2020-11-01 21:00:00,57,28,10,17,8.0,7,BK,N,False
2020-11-01 09:30:00,2020-11-01 14:00:00,53,28,5,0,3.0,5,OV,N,False
2020-11-01 09:30:00,2020-11-01 13:00:00,52,1,4,0,3.0,5,OV,N,True
2020-11-01 09:30:00,2020-11-01 15:00:00,55,25,5,0,3.0,5,OV,N,False
2020-11-01 09:30:00,2020-11-01 16:00:00,56,26,6,0,3.0,7,OV,N,False
2020-11-01 09:30:00,2020-11-01 17:00:00,57,26,7,0,5.0,7,OV,N,False
2020-11-01 09:30:00,2020-11-01 18:00:00,57,26,7,0,8.0,7,OV,N,False
2020-11-01 09:30:00,2020-11-01 19:00:00,57,27,8,15,8.0,7,OV,N,False
2020-11-01 10:30:00,2020-11-02 00:00:00,50,31,13,20,8.0,7,FW,N,False
2020-11-01 10:30:00,2020-11-02 01:00:00,49,32,13,21,8.0,7,CL,N,False
2020-11-01 10:30:00,2020-11-02 02:00:00,47,32,13,21,8.0,7,CL,N,False
2020-11-01 10:30:00,2020-11-02 03:00:00,46,32,13,22,8.0,7,CL,N,False
2020-11-01 10:30:00,2020-11-01 23:00:00,52,31,10,18,8.0,7,SC,N,False
2020-11-01 10:30:00,2020-11-02 04:00:00,44,31,12,20,8.0,7,CL,N,False
2020-11-01 10:30:00,2020-11-02 06:00:00,41,32,11,20,8.0,7,CL,N,False
2020-11-01 10:30:00,2020-11-02 07:00:00,38,32,10,0,8.0,7,CL,N,False
2020-11-01 10:30:00,2020-11-02 08:00:00,37,33,8,0,8.0,7,CL,N,False
2020-11-01 10:30:00,2020-11-02 11:00:00,32,32,5,0,8.0,7,CL,N,False
2020-11-01 10:30:00,2020-11-02 10:00:00,34,33,5,0,8.0,7,CL,N,False
2020-11-01 10:30:00,2020-11-02 09:00:00,35,33,6,0,8.0,7,CL,N,False
2020-11-01 10:30:00,2020-11-01 22:00:00,57,30,11,18,8.0,7,SC,N,False
2020-11-01 10:30:00,2020-11-02 05:00:00,42,32,13,21,8.0,7,CL,N,False
2020-11-01 10:30:00,2020-11-01 21:00:00,61,28,10,18,8.0,7,SC,N,False
2020-11-01 10:30:00,2020-11-01 16:00:00,57,25,8,0,3.0,7,OV,N,False
2020-11-01 10:30:00,2020-11-01 19:00:00,61,26,10,17,8.0,7,BK,N,False
2020-11-01 10:30:00,2020-11-01 18:00:00,61,25,11,18,8.0,7,OV,N,False
2020-11-01 10:30:00,2020-11-01 17:00:00,59,25,10,17,5.0,7,OV,N,False
2020-11-01 10:30:00,2020-11-01 15:00:00,56,25,6,0,3.0,5,OV,N,False
2020-11-01 10:30:00,2020-11-01 14:00:00,54,30,5,0,3.0,5,OV,N,True
2020-11-01 10:30:00,2020-11-01 13:00:00,53,36,5,0,3.0,5,OV,N,True
2020-11-01 10:30:00,2020-11-01 12:00:00,51,1,4,0,4.0,5,OV,N,True
2020-11-01 10:30:00,2020-11-01 20:00:00,62,27,11,18,8.0,7,BK,N,False
2020-11-01 10:30:00,2020-11-01 11:00:00,51,2,5,0,4.0,5,OV,N,True
2020-11-01 11:30:00,2020-11-01 13:00:00,52,33,3,0,3.0,5,OV,N,True
2020-11-01 11:30:00,2020-11-01 12:00:00,51,34,2,0,3.0,5,OV,N,True
2020-11-01 11:30:00,2020-11-02 02:00:00,47,32,13,22,8.0,7,CL,N,False
2020-11-01 11:30:00,2020-11-02 07:00:00,39,32,9,0,8.0,7,CL,N,False
2020-11-01 11:30:00,2020-11-02 04:00:00,44,31,12,21,8.0,7,CL,N,False
2020-11-01 11:30:00,2020-11-01 14:00:00,54,30,4,0,3.0,5,OV,N,True
2020-11-01 11:30:00,2020-11-02 08:00:00,37,33,7,0,8.0,7,CL,N,False
2020-11-01 11:30:00,2020-11-02 03:00:00,47,32,14,23,8.0,7,CL,N,False
2020-11-01 11:30:00,2020-11-01 15:00:00,56,26,6,0,3.0,5,OV,N,False
2020-11-01 11:30:00,2020-11-01 20:00:00,62,27,10,18,8.0,7,SC,N,False
2020-11-01 11:30:00,2020-11-01 17:00:00,60,25,9,16,5.0,7,OV,N,False
2020-11-01 11:30:00,2020-11-01 18:00:00,61,25,10,17,8.0,7,OV,N,False
2020-11-01 11:30:00,2020-11-01 19:00:00,62,26,10,17,8.0,7,BK,N,False
2020-11-01 11:30:00,2020-11-01 21:00:00,61,28,11,18,8.0,7,SC,N,False
2020-11-01 11:30:00,2020-11-01 22:00:00,58,30,11,18,8.0,7,SC,N,False
2020-11-01 11:30:00,2020-11-01 23:00:00,53,31,11,19,8.0,7,FW,N,False
2020-11-01 11:30:00,2020-11-02 01:00:00,49,32,15,23,8.0,7,CL,N,False
2020-11-01 11:30:00,2020-11-02 00:00:00,51,31,13,21,8.0,7,FW,N,False
2020-11-01 11:30:00,2020-11-02 09:00:00,36,33,6,0,8.0,7,CL,N,False
2020-11-01 11:30:00,2020-11-01 16:00:00,58,25,7,0,3.0,7,OV,N,False
